PuzzleId,GameId,FEN,Moves,Rating
0NB2b,fSUtP6Js#51,2r2rk1/pp3p2/6p1/4pb1p/7P/5PQ1/PP4P1/K1q4R w - - 0 26,h1c1 c8c1,400
0NBAd,cs8zMw70/black#38,1k1r3r/p1pb1ppp/1pp1q3/2B1P3/Q7/2P2PPn/P3N1KP/1R3R2 b - - 1 19,b8a8 b1b6 c7b6 c5b6,1811
0NBHh,qdF91WJf#25,r1b2b1r/ppp1k1pp/5q2/3np3/1nB5/P1NP3Q/1P3PPP/R1BK3R w - - 3 13,a3b4 d5c3 b2c3 c8h3,1482
0NBKW,Lw1FyrTn/black#94,8/8/R6p/3kpNb1/6PP/3p1K2/2r5/8 b - - 0 47,d3d2 a6d6 d5c5 h4g5,2091
0NBOG,cTRFxLqU/black#22,rnbq1b1r/pp4kp/2pp1np1/6N1/4P3/5Q2/PB3PPP/RN3RK1 b - - 3 11,b8d7 g5e6 g7f7 e6d8,1050
0NBPa,81YieT7Q/black#46,1r1q1rk1/4b1pp/p2pb3/4Np1Q/1P6/P2BP3/6PP/3R1RK1 b - - 0 23,d6e5 d3f5 e6f5 d1d8,1584
0NBQM,Mq51wu5w/black#92,8/p7/Pp3p2/1Pb2kp1/4P2p/7P/7B/5K2 b - - 0 46,f5e4 h2b8 f6f5 b8a7 c5d6 a7b6,1864
0NBTP,f7mgkoZn#77,r3r3/5pk1/b1Ppp1p1/4b3/4P1PP/1R3B2/P1RQ1BK1/q7 w - - 3 39,c6c7 a1f1,1059
0NBX0,IQNiyJN5/black#68,6k1/p4pp1/4p3/r5N1/1p5P/1Pn1P3/rR1R1PK1/8 b - - 1 34,a2b2 d2d8,1212
0NBXy,x74TO3ex#85,4R3/6pk/2p4p/B1Pp3P/2b2PP1/1rK5/8/8 w - - 3 43,c3d4 b3d3 d4e5 d3e3 e5d6 e3e8,799
0NBZj,LZuHlugJ#59,4r3/q3rp1k/p2p1b1p/Pp1P1pp1/1Pp2P2/2P1PBP1/1R1QRK1P/8 w - - 0 30,b2b1 g5f4 g3f4 f6h4,1995
0NBZk,kGRe5m0k/black#46,r2b1r2/1bn2p1k/ppn5/2p1p1PQ/P1PpP2P/N2P3q/1P1B1P1N/1R2K2R b K - 0 23,h7g7 h5h6 g7g8 g5g6 h3h4 h2g4 h4h1 h6h1,2538
0NBg2,Iz75Ly49/black#86,8/5kp1/pr4P1/1p3P2/5K2/P3R3/8/8 b - - 0 43,f7f6 e3e8 b6c6 e8f8,1831
0NBgk,CASxMnka/black#42,r2q1rk1/ppp1p3/3p3Q/2n1n2R/2P1P2B/2P2P2/P3KP2/8 b - - 4 21,g8f7 h5f5 f7e8 f5f8 e8d7 f8d8,1858
0NBn7,YZws9VWT/black#52,r5k1/ppq1n1p1/3bQ3/6p1/3P4/1NP3P1/PP3K2/4R3 b - - 5 26,g8h7 e1h1,1136
0NBnZ,kGnEsR8Z#101,8/1k3p2/2p1p3/2P1P2b/5P1p/4KP1B/8/8 w - - 1 51,h3g4 h5g6 e3f2 b7a6 f2g2 a6b5 g2h3 b5c5 h3h4 c5d5,2753
0NBu9,Ih0KFPU7/black#42,2kR4/pp2q3/4p3/2b1Qp2/2N3pp/P7/1PP2PPP/6K1 b - - 0 21,c8d8 e5b8 d8d7 c4e5,1727
0NByC,rKy3KsLq/black#56,2rq2k1/p6p/1p4pn/5p2/2Pp2P1/1P1P2NP/PQ3RBK/4r3 b - - 3 28,f5g4 g2d5 d8d5 c4d5,1060
0NC0i,0I4MoYhW/black#26,r1bqkb1r/1p1np2p/p4pN1/3p2PQ/3P4/8/PPP2P1P/RNB1K2R b KQkq - 0 13,h7g6 h5g6,793
0NC2L,dVVTkczu/black#66,6k1/pR3pp1/6b1/2p5/8/q1Nr4/4KPB1/4Q3 b - - 1 33,d3c3 b7b8 g8h7 e1h1 c3h3 h1h3 a3h3 g2h3,1158
0NC37,JJtcrck7/black#72,7k/pp5p/5p2/3p4/3P2p1/2P3K1/PP5P/8 b - - 1 36,h7h5 g3h4 h8g7 h4h5 g4g3 h2g3,1112
0NC8L,5EVZ97Ua#61,7r/1pp1k3/3p2r1/2b1pR2/p7/P1PP3P/1P1B4/2K2R2 w - - 0 31,d2g5 g6g5 f5g5 c5e3 c1b1 e3g5,1228
0NCCC,6LBV8cpc#65,4r1k1/5p2/p5p1/1p1N4/3Pq1Pb/P1R1PQ2/1P4K1/8 w - - 5 33,d5f6 h4f6 f3e4 e8e4,1076
0NCE0,JF0JNCxB/black#102,8/rRn3pk/P6p/2N5/2b5/5P1P/6P1/6K1 b - - 10 51,c7a6 b7a7 a6c5 a7c7,1185
0NCFV,JvVKRykz#45,r5kr/pp4b1/2pp2Q1/8/4PP2/1P1PN2q/1PP5/R4RK1 w - - 0 23,e3g4 h3g3,1716
0NCOz,BkU7U4Zn#59,8/ppq2pk1/2p4p/3p2p1/7r/2P2Q2/PP2B1P1/5RK1 w - - 3 30,e2d3 c7h2 g1f2 h4f4,1099
0NCRv,8eLnjM54#83,8/p5pk/1q1r3p/8/4b3/2Qp1pP1/PP3R1P/4R1K1 w - - 4 42,e1e4 d3d2 c3f3 d2d1q f3d1 d6d1,1224
0NCS4,Zr83EoUw/black#62,6k1/2pq1pp1/1rp4p/R2p4/P2P4/1P4PP/5PK1/2Q5 b - - 0 31,b6b3 a5a8 g8h7 c1c2,1050
0NCST,FbkHgUAw/black#44,2rr2k1/1pq2ppp/1n2p3/pP6/P1pN4/4P3/1Q3PPP/R1R3K1 b - - 0 22,f7f6 d4e6 c7e5 b2e5 f6e5 e6d8,1162
0NCTQ,CKBRbFAV#69,5k2/1p3p2/8/1Br4p/P1r4P/3Np1P1/RP1p4/3K2R1 w - - 3 35,d3c5 c4c1 d1e2 c1g1 c5d3 d2d1q,1492
0NCTR,pf1LPiK8#35,1br2rk1/2qn2p1/p3pn1p/1p1p4/3N4/P2BP3/1P3PPP/R1BQ1RK1 w - - 2 18,d4e6 c7h2,811
0NCXf,pAp7Y7Fl/black#48,3rk2r/p2b1pp1/BpnQpq2/3p4/P7/B7/2P2PpP/3RR1K1 b k - 3 24,h8h3 d6f8,1235
0NCYa,kmooHA1W/black#50,r4r1k/5p2/p2p1Np1/3PpNQp/8/7P/PPq2PP1/R5K1 b - - 1 25,c2f5 g5h6,797
0NCel,b8nUXflD/black#72,8/3kpQ2/p2p4/6P1/1P4P1/4q1p1/PK4P1/8 b - - 3 36,e3g5 f7f5 g5f5 g4f5,884
0NCfY,6HFJ2A9l/black#48,3r1rk1/1b2qp1p/p3p1p1/1p1n4/2p1B3/2P2QNP/PP3PP1/3RR1K1 b - - 0 24,h7h5 e4d5 b7d5 d1d5 d8d5 f3d5,1593
0NCgZ,AX5GZJPU#65,6k1/p4pp1/2p1b3/8/Q7/1qN2pP1/1P2rP1P/3R2K1 w - - 8 33,a4c6 b3d1 c3d1 e2e1,953
0NChS,zIs8ReSA#79,8/8/p3kpp1/2K1p2p/3p1P1P/2p3P1/8/2R5 w - - 2 40,c1e1 d4d3 c5b4 d3d2 e1d1 c3c2,1854
0NCkL,RhQ2vU5b#51,4r1k1/ppp3b1/8/6B1/8/2P4Q/P4qPP/2R4K w - - 0 26,h3f3 e8e1 c1e1 f2e1 f3f1 e1f1,1108
0NCpO,o0VRyj8C#31,1k1r2nr/1pp2ppp/p1q5/3Nn3/2BRP3/4QP2/PPP2P1P/2K4R w - - 5 16,d5e7 g8e7 d4d8 h8d8,1680
0NCrq,jBEw2p9B#37,r3k2r/1b3p2/p2pp2p/q1p5/2P1P1NN/3Q2P1/Pb3PP1/1R2K2R w Kkq - 2 19,d3d2 b2c3 e1g1 c3d2,1015
0NCs6,OnQEFtdY/black#88,5nk1/5R2/pp2r1P1/2pK3P/8/8/8/8 b - - 3 44,a6a5 f7f8 g8f8 d5e6 f8g7 e6f5 a5a4 f5g5,2580
0NCuB,ADWCKanu/black#36,r4rk1/ppp1b1pp/8/2Pp3q/1P1B2nN/P3P1Pb/6BP/R2Q1RK1 b - - 2 18,e7h4 f1f8 a8f8 g2h3 h4g3 d1g4 h5g4 h3g4,2382
0NCv2,Atl7owcO#85,8/3R2p1/2k2p2/8/3P1PK1/8/3r4/8 w - - 2 43,d7g7 d2g2 g4f5 g2g7,920
0NCwE,ouiAL8LB/black#32,r2q1rk1/pp3pp1/2p2n1p/3bN3/3P1Q2/3B4/PP3PPP/R3R1K1 b - - 1 16,f6h5 f4f5 h5f6 e5g4,1791
0NCxA,WwUU88zX#103,8/5R2/4p3/6kp/2B5/4PK2/p7/r7 w - - 0 52,c4a2 a1f1 f3g2 f1f7,1078
0NCyC,cixM3ORS/black#124,4K3/1k6/6r1/8/5P2/2B5/1P6/8 b - - 0 62,b7c7 f4f5 g6a6 e8e7 c7c6 f5f6,2725
0ND08,KDLwV09F/black#32,r1bq3k/ppp2rp1/3p2Qp/b7/3n1B2/P1N5/1PP2PPP/R3R1K1 b - - 1 16,d8f6 e1e8 f7f8 g6f6 g7f6 e8f8,1572
0ND0M,QFkQZyb1/black#42,2r2r2/pp3p1k/2n1pQpP/q4n2/3pN3/3P4/PPP2P2/1K1R1B1R b - - 3 21,a5e5 e4g5 h7g8 h6h7,1477
0ND1s,LOZ9xU8k#77,8/R2Qbr2/5p2/2q1kp2/2B1p3/5p2/1PP2P1P/7K w - - 5 39,d7e6 e5f4 e6f7 c5f2 f7g7 f2e1 g7g1 e1g1 h1g1 e7c5 g1f1 c5a7,2759
0ND2w,jjwn7agf#61,6k1/5pp1/3pq2p/1p2p3/4Pn2/PPB2Q2/1P3PPP/7K w - - 2 31,g2g3 e6h3 h1g1 g7g5 c3d2 g5g4 f3f4 e5f4,1854
0ND3K,037WLErV/black#102,8/8/2k2K2/5P2/7P/6n1/8/8 b - - 0 51,g3h5 f6g5 h5g3 h4h5 g3e4 g5g6,2374
0ND4A,w1g8GOQr#79,5rk1/pp6/2p1R3/3n2pp/P7/6P1/6NP/4Rq1K w - - 2 40,e1f1 f8f1,399
0ND4d,S8luHeFY/black#36,r1bqrb1k/pp4B1/2p2pQ1/4nN2/3P4/2P5/PP3PPP/R4RK1 b - - 8 18,h8g8 f5h6,1884
0ND4k,BGupqy4d/black#86,1rr3k1/1pR5/pP1p3b/1P1Pp3/4P1pP/3B1pP1/5K2/7R b - - 0 43,c8c7 b6c7 b8c8 b5b6,1130
0ND55,vLlHRtQg/black#24,r2k3r/pp1bbppp/2n1pn2/4p1B1/2B5/2N2N2/PP1R1PPP/R5K1 b - - 5 12,a7a6 a1d1 d8e8 g5f6 g7f6 d2d7,2225
0ND60,tgeOLeim#73,8/p4k1p/P1p5/4R3/2r2P2/1p1rP3/5BP1/R5K1 w - - 0 37,e3e4 b3b2 a1b1 c4c1 g1h2 c1b1,1242
0ND80,zpBEgF1o/black#64,2r5/1RPr1pkp/4p1p1/8/8/5PK1/6PP/2R5 b - - 2 32,g7f8 b7b8 d7c7 b8c8 c7c8 c1c8,1106
0NDAs,EljVqb5X#29,r4rk1/ppp3pp/2np4/4P3/2P1Ppn1/2B2NPq/PPQ2P1P/R4RK1 w - - 0 15,f3g5 h3h2,919
0NDBE,XIQoroSH#39,r4n1k/pbpp1Bp1/1p5p/4P3/5P2/1QP1q3/P5PP/R4R1K w - - 1 20,a1e1 e3d2 f1g1 b7g2 g1g2 d2e1,1953
0NDDl,oN0Z9Pbc/black#68,2q1kb1r/1br1n3/1p1p1P2/pPnPp1QN/P3P1P1/8/1B4B1/R1R3K1 b - - 0 34,h8g8 f6f7 e8f7 c1f1 f7e8 h5f6,2227
0NDFY,OFgJEwZJ/black#66,3k1b2/1b3p1p/p3p3/1q6/3R1Q2/3p2P1/P4P1P/6K1 b - - 5 33,d8e7 f4c7 e7f6 d4f4,2266
0NDFz,guvZ6ARU#43,1k5r/pp2pp2/6p1/3Pp1q1/4Pb1r/2N2Q1B/PP3PP1/R4RK1 w - - 11 22,c3e2 h4h3 f3h3 h8h3,1244
0NDHf,srczfgaL#85,4k3/R6R/6p1/2pP1p2/1p2nP2/2b3PB/3r3P/3K4 w - - 14 43,d1c1 c3b2 c1b1 e4c3,1103
0NDKS,d0OVyiIY/black#46,2r4r/p4k1p/1p2pppQ/1q1b4/3P4/B5R1/P4PPP/5RK1 b - - 5 23,c8c2 g3g6 h7g6 h6h8,1168
0NDKt,cHUYDiTp/black#30,1r5r/p1p1pkb1/2p1bnpp/8/3q4/2NB1P2/PBP3PP/1R1Q1R1K b - - 7 15,b8b2 d3g6 f7g6 d1d4,1284
0NDLL,JMo1DTFs/black#90,8/6pp/1B3b2/8/R3b1kP/1P6/P5r1/7K b - - 1 45,f6e5 a4e4 g4h3 e4e5,820
0NDP5,NAqWuhSe/black#56,6k1/5ppp/p3pn2/Qp2P3/5q2/1P5P/P4PP1/6K1 b - - 2 28,f4e5 a5d8 f6e8 d8e8,901
0NDbE,jeE9XuUO/black#66,7k/1p2Q2p/p2n1pp1/3P4/P7/1qr2BP1/5B1P/6K1 b - - 1 33,h7h5 e7f6 h8h7 f6e7,2140
0NDo9,86mD3H8D/black#112,8/8/5k2/6pp/4K3/6PP/8/8 b - - 2 56,f6g6 e4e5 g5g4 h3h4 g6f7 e5f5,1671
0NDot,afnMLqHL#59,R7/1p4pk/2Pq2rp/5Q2/5P2/4n2P/6P1/5RK1 w - - 2 30,f5c8 g6g2 g1h1 g2h2 h1h2 d6d2 h2g3 d2g2 g3h4 g7g5 h4h5 g2e2 c8g4 e3g4,2393
0NDvC,nV0wqdYB/black#40,2b2rk1/Rq1n1pp1/2pPpn1p/1pB1N3/8/1PP5/2P1QPPP/6K1 b - - 2 20,b7b8 e5c6 c8b7 c6b8,1763
0NDxH,foDQtKQ8/black#54,3r1rk1/R6p/1p1N2q1/4p3/1P2b3/1PP1Q1P1/6P1/3R2K1 b - - 0 27,d8d6 d1d6 g6d6 e3e4 d6d1 g1h2,1462
0NDxa,VZOStXgA#59,b4k2/5pp1/7p/3p4/P2P1nq1/2Q1B3/5PPP/3R2K1 w - - 1 30,e3f4 g4d1 c3e1 d1e1,1217
0NDxi,wpnQSbea#87,R7/8/1k6/r7/1p6/6P1/5P1P/5K2 w - - 4 44,a8a5 b6a5 f1e2 a5a4 e2d2 a4a3 d2c2 a3a2 f2f3 b4b3,1769
0NDxl,AJBND1PG#35,r3kb1r/pp4p1/4ppP1/1b1p4/P2q2n1/2N1B2N/1PQ1KP2/R6R w kq - 0 18,a4b5 g4e3 f2e3 d4g4,1735
0NE0v,wzwababa#63,5n1k/5Qbp/3p1Pp1/3B4/1p3PP1/1N1q2KP/1P6/8 w - - 0 32,g3h4 g6g5 h4h5 d3h3 h5g5 g7h6 g5f5 h3d3,2201
0NE1q,Cvn9sNbg#51,2kr3r/7p/5N2/pp2p3/2pn4/2K4P/PPP2PP1/3R3R w - - 0 26,a2a4 d4e2,1340
0NE3C,rWIIxN7V#57,2r3k1/5pp1/pB3b1p/8/N3p3/1p4P1/1P3PKP/3R4 w - - 0 29,b6d4 c8d8 d4f6 d8d1,1799
0NE3g,mn2huZRV#53,4r1k1/pp3ppp/8/1QP5/2pB4/P1P2br1/7P/5R1K w - - 0 27,f1f3 e8e1 f3f1 e1f1 d4g1 f1g1,814
0NE4B,qDEGB35J#51,7k/p1p2p1p/5N2/4qp2/6r1/8/2P2QPP/R6K w - - 2 26,f6g4 e5a1 f2g1 a1g1 h1g1 f5g4,1335
0NE8m,wFFM1VwQ#51,1r4k1/R4pp1/1q2p2p/1bNp4/1P1P4/7P/1P1Q1PP1/6K1 w - - 2 26,a7e7 g8f8 e7b7 b8b7 c5b7 b6b7,2194
0NE9Y,xeQl9vOs#53,6k1/p7/6p1/3p3p/1ppN4/4r3/PPP1BRPP/1K6 w - - 0 27,e2f3 e3e1 f3d1 e1d1,633
0NEAX,7A08bWBs/black#62,2k2r1r/p6p/2q3p1/2pn4/P2PQ1P1/4P2P/6B1/2R4K b - - 4 31,c6d7 c1c5 c8d8 c5d5,1251
0NEAt,ocD6mtxW/black#20,r1b2rk1/ppppqppp/2n2n2/8/1bB1P3/1QN3N1/PB3PPP/R4RK1 b - - 10 10,d7d6 c3d5 f6d5 e4d5,1942
0NEDW,PFdorZeA/black#64,8/p1pk4/2N1p1r1/1P1p4/P5pb/4P3/4K1Br/2B3R1 b - - 0 32,g6f6 c6e5 d7c8 e5g4 h2g2 g1g2,1251
0NEFP,9FEecHsH/black#94,3r4/pp4k1/2p1R3/2n3N1/2KP3n/2P5/PP6/8 b - - 3 47,c5e6 g5e6 g7f7 e6d8 f7e7 d8b7,883
0NEFh,psvgvE81#37,2rq1rk1/1p3pp1/p2p3p/4N1b1/4bP2/1QP3B1/PP5P/2KR2R1 w - - 2 19,f4g5 d8g5 d1d2 d6e5,1482
0NEJs,SW2p4gX7/black#40,r4rk1/ppp2ppp/1b2b3/5q2/4N3/3Q4/PB3PPP/3R1R1K b - - 7 20,f8d8 d3d8 a8d8 d1d8,1041
0NEOF,Af7Sirne/black#50,5rk1/4QNbp/p4Bp1/2p5/q3P3/5N2/5PPP/4n1K1 b - - 0 25,g7f6 f7h6 g8h8 e7f8,1043
0NESO,i7hDQThY#21,r3k3/ppp2p1p/8/2bp1b2/3Pn2q/3BP3/P2P1PPP/RN1QK1NR w KQq - 1 11,g1f3 h4f2,602
0NETF,XVNqfB3W#91,8/p7/2R2pk1/2B3p1/5r2/6Q1/6PK/5q2 w - - 2 46,c5e3 f4h4 g3h4 g5h4,951
0NEX4,PyEuKpmE#33,2rr2k1/2qnbppp/p2p1n2/4p1B1/1p2P3/2N2Q1P/PPP2PPN/R3R1K1 w - - 0 17,c3d5 f6d5 e4d5 e7g5,1398
0NEXD,AbGBj883/black#88,8/p1r4p/6p1/3k4/6p1/P3K3/2p4P/2R5 b - - 1 44,d5c4 c1c2 c4d5 c2c7,705
0NEXJ,KJeiepFb/black#76,8/5p2/3r3p/1R2k1pP/6P1/8/5PK1/8 b - - 0 38,d6d5 f2f4 e5d6 b5d5 d6d5 f4g5,2443
0NEbz,CLXeSvhi/black#100,4k1r1/r2qn3/n1p1N2Q/2Pp1pR1/1N1Pp1p1/4P1P1/5PK1/8 b - - 11 50,a6b4 g5g8 e7g8 h6f8,1424
0NEfy,9qebBRjG#25,rnb1k2r/4pp1p/P2p2p1/2pQ4/8/6P1/P2NPPBP/q1B1K2R w Kkq - 0 13,d5a8 a1c1,670
0NEhU,EJZ15TNI#79,8/8/pp4pp/2k5/P1P2P1P/2K5/8/8 w - - 3 40,c3d3 h6h5 d3c3 a6a5,2460
0NEiH,nY2yoFxV#43,5rk1/p1r1qppp/1p2p3/4n3/3RP3/1P4P1/P3QPBP/R5K1 w - - 1 22,f2f4 e7c5 a1d1 e5c6 e2c4 c6d4,1958
0NEmf,bJ3Egplb#61,1r6/3k1p2/p3bBpp/3p4/Prpp1PP1/1P2R2P/K1P5/4R3 w - - 0 31,f6d4 c4b3 e3b3 b4a4 b3a3 a4d4,1659
0NEtJ,w8E1UXFv/black#54,8/1br1r1kp/1Q2Rpp1/3p1q2/7P/1P4P1/P1P2P2/4R1K1 b - - 2 27,e7e6 b6c7 g7h6 e1e6 f5e6 c7b7 e6e1 g1g2,1842
0NEyP,9j942YlT/black#98,8/1pN2pk1/p3r1p1/2P1p2r/1P6/P1R2P2/6K1/8 b - - 11 49,e6f6 c7e8 g7f8 e8f6,809
0NF6P,QNiECcYZ/black#50,3r1r2/pp3pkp/2p2Npb/4Pq2/8/6Q1/PPP3PP/6RK b - - 1 25,f5f4 f6h5 g7h8 h5f4,1119
0NFDX,HuT5Xf3K/black#82,8/p3kR2/2pp4/1p2p1rp/1P2P1p1/P2Pq3/1P4P1/K4R2 b - - 1 41,e7e6 f1f6,954
0NFFY,psU3qDzH#75,q6k/6p1/5p2/p5p1/2P3Q1/1P2R1PP/3r1PK1/8 w - - 11 38,g2h2 d2f2 h2g1 a8g2,854
0NFGM,TIx2VUjk/black#78,1QR5/6pk/1p2pr1p/p2q4/5pP1/P4P2/6PK/8 b - - 6 39,d5g5 c8h8 h7g6 b8e8 f6f7 e8e6,1056
0NFJW,STf4dTlv/black#22,rn2kbnr/p3qpp1/2pp3p/1p1Bp3/4P3/1Q1P3P/PPP2PP1/RNB2RK1 b kq - 1 11,c6d5 b3d5 g8f6 d5a8,1495
0NFL9,qXBKKEop#39,r3r1k1/ppp2ppp/3q2b1/4N3/2QP2P1/2P4P/PP2pR2/4R1K1 w - - 1 20,e5g6 d6g3 f2g2 g3e1,1108
0NFLE,gLtPF3Jx/black#114,4Q3/4Bnk1/8/2P1q1p1/3p1pP1/4pP2/8/5K2 b - - 2 57,d4d3 e8f8 g7g6 f8g8 e5g7 g8g7 g6g7 c5c6 e3e2 f1f2,2506
0NFMY,uuwC8FWX#75,8/2R4R/6p1/5pk1/8/7P/4rrPK/8 w - - 1 38,h3h4 g5g4 c7c4 f5f4,1242
0NFMi,talTMvUL#35,2r2rk1/p1q1ppBp/5np1/3P4/1pP5/1P3n2/P2QBPPP/R3K2R w KQ - 0 18,e2f3 c7e5 e1d1 e5a1,966
0NFRA,YveRE5D1/black#154,8/6K1/4k3/5p2/5P2/8/8/8 b - - 2 77,e6d5 g7f6 d5e4 f6g5,978
0NFRL,gVsFdbQw#31,r2q1r2/pp3pkp/3p2p1/1bpPn3/7P/1P2PP2/P2QN1P1/R3KB1R w KQ - 1 16,h4h5 e5d3 e1d1 d3f2,1335
0NFcL,VCYyHWju#47,4r1k1/5rbp/2Q3p1/2B1p3/P2pN1qn/1P1P2P1/2P2PKP/R4R2 w - - 3 24,g2h1 g4f3 h1g1 f3g2,944
0NFe5,6v4wwg7L#65,6k1/2R2p1p/4b1p1/P5r1/R3rK2/8/7P/8 w - - 0 33,f4e4 g5g4 e4e5 g4a4,1013
0NFeR,KGJQX0Oe#57,2k5/2p2p2/p2p1p2/2bPpqrp/P1N1Pr2/2P5/4QP2/R4R1K w - - 0 29,e4f5 f4h4,893
0NFgS,ZkIYWp4X#29,2kr3r/ppp2pp1/3b1n1p/3Pq3/8/2N1B2P/PP2QPP1/R4RK1 w - - 0 15,a1d1 e5h2,603
0NFlN,JWviznol#107,8/2k5/2r2p1R/6p1/3K2P1/8/7P/8 w - - 0 54,d4e4 f6f5 e4f5 c6h6,1436
0NFmI,how75UIQ#25,r1b3k1/pp1p1ppp/n3r3/4q2n/6P1/P1N1PQ1P/1PPB1K2/R4B1R w - - 1 13,f2g2 e6f6 g4h5 f6f3,1483
0NFmd,j2Ys74JG#19,r1b1k1nr/p3bppp/2pq4/1BpN4/8/8/PPPPQPPP/R1B1K2R w KQkq - 0 10,b5c6 d6c6 d5e7 g8e7,1385
0NFnL,Iv5isgHE#49,2r1k3/2p2p1p/2P1p1pn/p2pPP2/6rq/1P2BQ1P/P7/3R1R1K w - - 0 25,e3h6 g4g3 f3g3 h4g3,1396
0NFpJ,WeREoxFM#39,2kr3r/1b3pbp/p1qp4/1ppR4/5BN1/N1P4P/PP4P1/R2Q2K1 w - - 1 20,d1d3 c6d5 d3d5 b7d5,1337
0NFsc,9nBuPXPy/black#74,2R5/3N2pk/p3r2p/8/2p5/7P/r4PP1/6K1 b - - 3 37,a2c2 d7f8 h7g8 f8e6,1042
0NFsx,dSvwKGsp#33,3k3r/ppp4q/3p1p2/2b1p3/1PBnP1Q1/3P4/P1PB1PP1/R4RK1 w - - 1 17,f2f3 d4e2,1539
0NFt9,9xBgvzPO/black#34,r4rk1/pp1nn1pp/3B1p2/3p4/3R4/1P6/1P3PPP/RN4K1 b - - 2 17,d7b6 d6e7 f8e8 e7b4,1717
0NFuC,mf6NIvM3/black#68,3r4/pp4k1/3r2pp/3p4/3Qn1q1/P1P4R/BP6/5R1K b - - 5 34,g7h7 f1f7 h7g8 d4g7,968
0NFzY,du6ll9Zo/black#46,5rk1/R4Qpp/2p5/6q1/3P4/P1P1n2P/6P1/5R1K b - - 0 23,f8f7 a7a8 g5d8 a8d8 f7f8 f1f8,1245
0NG4f,AXphUvf6/black#52,r4rk1/1bq2pbp/2n1p3/1BN2p2/3p4/P4N2/4QPPP/2R1R1K1 b - - 2 26,a8c8 c5b7 c7b7 b5a6 b7a8 a6c8,2398
0NG5N,kK70ss0I/black#60,6k1/3b1rpp/4r3/p2p2Q1/1p1B2P1/7P/1PP2RBK/1q6 b - - 1 30,f7f2 g5g7,1600
0NG5g,f1LktXM3/black#100,2r5/4b3/1R3p2/1p1k1Pp1/1P1P2Pp/3K4/8/6B1 b - - 3 50,e7b4 b6b5 d5c6 b5b4,924
0NG7Y,9NWaNfxP#59,5r2/2k3p1/6b1/1pp3Pp/2p1P2P/1nP2P2/1PK1N3/3R3R w - - 2 30,h1f1 f8f3 f1f3 g6e4 f3d3 c4d3 c2b3 d3e2 d1e1 e4d3,2388
0NGGX,G1khX2Yr/black#38,1r2r1k1/p2qBpbp/6p1/2pp4/3N4/2P4P/PP3PP1/R2QR1K1 b - - 0 19,e8e7 e1e7 d7e7 d4c6 e7c7 c6b8,1158
0NGI3,Oxe0qgGO/black#44,2r1k1r1/1pp1q3/p2p1pn1/3Pp3/4PpNb/P5PP/1PPB1P1K/R2Q1R2 b - - 0 22,f4g3 f2g3 h4g3 h2g3,880
0NGVN,tx4GNec2/black#74,3Q4/1p3pkp/p5p1/3p1P2/3B2P1/1P5P/P2p4/3qrNK1 b - - 5 37,f7f6 d8f6 g7g8 f6g7,1430
0NGcz,HGBOp9Y6/black#68,5kr1/r1b2p1p/3p2p1/1Q2Bq2/8/2P3P1/1P3PP1/1R1R2K1 b - - 0 34,d6e5 b5c5 f8g7 c5a7,1471
0NGdn,KetMPQLD#51,3R4/p4r1k/5qpp/8/4Q2N/PP2P1b1/2P2P1P/6K1 w - - 0 26,h4g6 f6f2 g1h1 f2h2,888
0NGfB,b3yR01Gy/black#40,6rk/pQp1n2p/3p1p2/4p2q/2PP2b1/P1NBP3/1P5P/2K3R1 b - - 0 20,h5h2 g1h1 g4c8 h1h2,1721
0NGiY,0j8BGroB/black#88,8/1p6/1Pp1k1p1/p1P4p/3K1P1P/4P3/8/8 b - - 1 44,a5a4 e3e4 a4a3 d4c3,1701
0NGyS,aw7OApf3#33,1r3rk1/3nppbp/p2p2p1/q1p5/4P1b1/1PN2N2/P1PBQPPP/3RR1K1 w - - 5 17,a2a4 g7c3 d2c3 a5c3,1321
0NH0F,EJzSa8L1#37,5rk1/ppp3pp/4p3/4P3/3n4/2P5/PP4PP/R1B2K2 w - - 1 19,f1g1 d4e2 g1h1 f8f1,1076
0NH0n,9QghUq3y#29,3r1bnr/1k3ppp/pp6/n3Pb2/KP6/2P2N2/P3BPPP/RNB4R w - - 0 15,b4a5 f5c2,1659
0NH1u,b33eXVg1#35,r2qr1k1/pp3p1p/2pp4/6Pp/2PN3P/5n2/PP3PQ1/R1B1K2R w KQ - 1 18,e1f1 e8e1,1051
0NH2f,LJ1sYSwu#43,r7/pb3k1p/2p2ppB/q1bP4/5Q2/5B2/P1P2PPP/R3r1K1 w - - 0 22,a1e1 a5e1,560
0NH51,yOrXmbvB#41,6k1/pp3p1p/6p1/3pQb2/8/1P2P1P1/P2q1PBP/2r2RK1 w - - 1 21,e5d5 c1f1 g1f1 f5d3 d5d3 d2d3,1437
0NH6j,Zh8i9vZ3#57,2b1k3/3rp3/p1p5/1p2P3/5N1b/BP6/P1P1RPPP/6K1 w - - 3 29,f4g6 d7d1 e2e1 d1e1,586
0NH7R,fgsKtw95/black#76,3rr1k1/8/p2Bpp2/1pPn2pp/1PpR4/2P2QPq/P4P2/4R1K1 b - - 1 38,g8g7 d4d5 e6d5 d6e7 e8e7 e1e7,2403
